source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
357,I33891.TW,I33891,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
358,I34292.TW,I34292,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
359,I34294.TW,I34294,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
360,I34296.TW,I34296,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
361,I34297.TW,I34297,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
362,I34299.TW,I34299,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
363,I5243.AG,I5243,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Serbia,"Padina (Bor District, Majdanpek Municipality, Boljetin)",44.61,22,-2348.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
364,I5689.AG,I5689,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,"Grofove njive (Lower Carniola, Krško Municipality)",45.914224,15.4691,-582.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
365,I5690.AG,I5690,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,"Grofove njive (Lower Carniola, Krško Municipality)",45.914224,15.4691,-594.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
366,I5695.AG,I5695,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-1345.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
367,I5696.AG,I5696,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-304.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
368,I5697.AG,I5697,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-853.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
369,I5698.AG,I5698,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Zagorje ob Savi (Central Sava),46.13711,14.992415,-657.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
370,JAG34.SG,JAG34,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1781.5,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
371,JAG58.SG,JAG58,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1700.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
372,JAG78.SG,JAG78,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1700.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
373,JAG82.SG,JAG82,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1700.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
374,JAG85.SG,JAG85,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1700.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
375,JAG93.SG,JAG93,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",45.695289,18.564403,-1700.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
376,POP23.SG,POP23,"Freilich et al., Scientific Reports 2021",AADR v66 1240K public annotation,Croatia,"Popova-zemlja (Osijek-Baranja County, Grad Beli Manastir)",45.7663,18.5717,338.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
377,I19020.TW,I19020,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
378,I19020.AG,I19020,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
379,I19020.AG.TW,I19020,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
380,I19016.TW,I19016,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
381,I19016.AG.TW,I19016,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
382,I33811.TW,I33811,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,400.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
383,I33810.TW,I33810,"Zagorc et al., Archaeological and Anthropological Sciences 2024",AADR v66 1240K public annotation,Croatia,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",43.17191,16.44216,350.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
384,SZ5.SG,SZ5,"Amorim et al., Nature Communications 2018",AADR v66 1240K public annotation,Hungary,"Szólád (Somogy County, Kaposvár)",46.283333,17.85,525.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
385,I5080.AG.TW,I5080,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Zavojane-Ravca, Velika Gomila (Croatia)",44.92,16.05,-1683.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate corrected,Southern Arc 2022 Data S1/S4 source override; AADR plotted row had conflicting location string/coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
386,I5695.AG.TW,I5695,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-1345.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
387,I5695.TW,I5695,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-1345.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
388,I19023.AG.TW,I19023,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
389,I19023.TW,I19023,"Lazaridis et al., Science 2022",AADR v66 1240K public annotation,Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",43.967224,16.432671,-1600.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
390,I5725.DG,I5725,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-584.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
391,I3313.SG,I3313,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Jazinka Cave (Split-Dalmatia County, Općina Muć)",43.705878,16.520021,-701.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
392,I5243.SG,I5243,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Serbia,"Padina (Bor District, Majdanpek Municipality, Boljetin)",44.61,22,-2348.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
393,I5687.SG,I5687,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-667.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
394,I5692.SG,I5692,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Kongresni trg (Ljublijana),46.049733,14.503612,-693.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
395,I5693.SG,I5693,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Kongresni trg (Ljublijana),46.049733,14.503612,-683.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
396,I5696.SG,I5696,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-304.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
397,I5698.SG,I5698,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Slovenia,Zagorje ob Savi (Central Sava),46.13711,14.992415,-657.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
398,I5725.SG,I5725,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-584.5,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
399,I5727.SG,I5727,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-627.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
400,I5728.SG,I5728,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",45.900833,15.700288,-280.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
401,I5729.SG,I5729,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,Croatia,"Sveti-Petar-Ludbreški (Varaždin County, Općina Mali Bukovec)",46.255979,16.692342,-976.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
402,I7233.SG,I7233,"Akbari et al., Nature 2026",AADR v66 1240K public annotation,North Macedonia,"Vodovrati (Gradsko, Vodovrati-Veles)",41.58,21.87,-854.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
403,PNU17.SG,PNU17,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
404,PNU76.SG,PNU76,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-647.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
405,PSD1.SG,PSD1,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
406,PSD2.SG,PSD2,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
407,PSD4.SG,PSD4,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
408,PSD5.SG,PSD5,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
409,PSD6.SG,PSD6,"Ravasini et al., Genome Biology 2024",AADR v66 1240K public annotation,Italy,"Sirolo (Marche, Ancona)",43.525996,13.61603,-600.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
410,BBC001,BBC001.B0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
