evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18737.AG,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",not applicable,44.852005,15.419944,731.0,500-799 m,-1150.0,R1b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18746.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1590.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18747.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18748.AG,"Bogomolje (Split-Dalmatia County, Općina Sućuraj)",not applicable,43.130852,16.997339,227.0,200-499 m,-1750.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18752.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,R1b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18830.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-250.5,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I18831.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-250.5,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I22933.AG,Dolge njive (Šmarješke Toplice),not applicable,45.867366,15.279788,160.0,0-199 m,-675.0,R1b,Yes,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I22934.AG,Dolge njive (Šmarješke Toplice),not applicable,45.867366,15.279788,160.0,0-199 m,-671.5,R1b,Yes,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I22935.AG,Dolge njive (Šmarješke Toplice),not applicable,45.867366,15.279788,160.0,0-199 m,-700.0,R1b,Yes,AADR v66 1240K public annotation,"Armit et al., Antiquity 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I22940.AG,Zagorje ob Savi (Central Sava),not applicable,46.13711,14.992415,269.0,200-499 m,-475.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23207.AG,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",not applicable,45.934722,20.404444,80.0,0-199 m,-1950.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23209.AG,"Ostojicevo (North Banat District, Čoka Municipality, Ostojicevo)",not applicable,45.888056,20.166667,83.0,0-199 m,-1950.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23911.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-844.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23974.AG,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-650.0,G2a,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23978.AG,Zagorje ob Savi (Central Sava),not applicable,46.13711,14.992415,269.0,200-499 m,-571.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I23995.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-742.5,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I24342.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-1461.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I24345.AG,"Velim-Kosa (Zadar County, Grad Benkovac)",not applicable,43.88741,15.72534,172.0,0-199 m,-950.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I24638.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-681.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I24639.AG,"Smiljan (Lika-Senj County, Grad Gospić)",not applicable,44.555384,15.310516,606.0,500-799 m,-681.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I24882.AG,"Mala-Metaljka (Sisak-Moslavina County, Grad Glina)",not applicable,45.173585,16.124298,453.0,200-499 m,-661.5,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26718.AG,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",not applicable,43.51859,16.13651,7.0,0-199 m,250.0,R1b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26742.AG,"Jazinka Cave (Split-Dalmatia County, Općina Muć)",not applicable,43.705878,16.520021,810.0,>=800 m,-700.0,J2b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26752.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,J2b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26753.AG,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",not applicable,45.55576,18.718428,93.0,0-199 m,250.0,G2a,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26763.AG,"Sisak-Pogorelec (Sisak-Moslavina County, Grad Sisak)",not applicable,45.483708,16.376082,105.0,0-199 m,375.0,R1b,Yes,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I33890.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,G2a,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I35082.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,300.0,R1b,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I11843.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I17633.AG,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",not applicable,42.016111,20.369444,498.0,200-499 m,-579.5,J2b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I34294.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,J2b,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5690.AG,"Grofove njive (Lower Carniola, Krško Municipality)",not applicable,45.914224,15.4691,156.0,0-199 m,-594.0,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5695.AG,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-1345.5,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5696.AG,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-304.5,R1b,Yes,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,JAG34.SG,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",not applicable,45.695289,18.564403,86.0,0-199 m,-1781.5,G2a,Yes,AADR v66 1240K public annotation,"Freilich et al., Scientific Reports 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,JAG58.SG,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",not applicable,45.695289,18.564403,86.0,0-199 m,-1700.0,G2a,Yes,AADR v66 1240K public annotation,"Freilich et al., Scientific Reports 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,JAG78.SG,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",not applicable,45.695289,18.564403,86.0,0-199 m,-1700.0,G2a,Yes,AADR v66 1240K public annotation,"Freilich et al., Scientific Reports 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,JAG82.SG,"Jagodnjak-Krčevine (Osijek-Baranja County, Općina Jagodnjak)",not applicable,45.695289,18.564403,86.0,0-199 m,-1700.0,G2a,Yes,AADR v66 1240K public annotation,"Freilich et al., Scientific Reports 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,SZ5.SG,"Szólád (Somogy County, Kaposvár)",not applicable,46.283333,17.85,194.0,0-199 m,525.0,R1b,Yes,AADR v66 1240K public annotation,"Amorim et al., Nature Communications 2018",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5080.AG.TW,"Zavojane-Ravca, Velika Gomila (Croatia)",not applicable,44.92,16.05,683.0,500-799 m,-1683.0,J2b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5695.AG.TW,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-1345.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5695.TW,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-1345.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I19023.AG.TW,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I19023.TW,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5725.DG,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",not applicable,45.900833,15.700288,296.0,200-499 m,-584.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5687.SG,Dolge njive (Šmarješke Toplice),not applicable,45.867366,15.279788,160.0,0-199 m,-667.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5696.SG,Obrežje (jesenice na Dolenjskem),not applicable,45.847908,15.690421,146.0,0-199 m,-304.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5725.SG,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",not applicable,45.900833,15.700288,296.0,200-499 m,-584.5,R1b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I5729.SG,"Sveti-Petar-Ludbreški (Varaždin County, Općina Mali Bukovec)",not applicable,46.255979,16.692342,143.0,0-199 m,-976.0,G2a,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC004,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC008,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC009,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC012,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC015,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
