figure_panel,plotted_layer,sample_id,alternative_id,source_dataset_label,source_publication_label,country,site_or_location,published_group_label,latitude,longitude,date_text,date_median_year_ce,temporal_window,genetic_sex,autosomal_snp_count,mt_haplogroup,y_haplogroup_terminal,y_haplogroup_path,y_haplogroup_isogg,y_lineage_category,lineage_focus,s1_visible_comparator,s1_visibility_assignment_basis,s1_marker_role,coordinate_status,coordinate_source,claim_boundary
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I19023.TW,I19023,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Croatia,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",Croatia_MBA_Cetina-o,43.967224,16.432671,1700-1500 BCE,-1600.0,2500 BCE-550 CE,M,49324,J1c1,J-Z597,J-Z597,J2b2a1,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5725.DG,I5725,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"752-417 calBCE (2455±20 BP, PSUAMS-2867)",-584.5,2500 BCE-550 CE,M,1145629,H+195,R-Y4354,R-Y4354,R1b1a1b1a1a2b1c2,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I3313.SG,I3313,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Jazinka Cave (Split-Dalmatia County, Općina Muć)",Croatia_EIA,43.705878,16.520021,"805-597 calBCE (2570±20 BP, PSUAMS-1831)",-701.0,2500 BCE-550 CE,F,1105877,HV0e,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5243.SG,I5243,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Serbia,"Padina (Bor District, Majdanpek Municipality, Boljetin)",Serbia_IronGates_MBA,44.61,22,"2458-2238 calBCE (3868±17 BP) [R_combine: (3885±20 BP, PSUAMS-2379), (3830±30 BP, PSUAMS-7823)]",-2348.0,2500 BCE-550 CE,M,1123280,I3a,I-S18174,I-S18174,I2a1b1a1b1b1~,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5687.SG,I5687,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Slovenia,Dolge njive (Šmarješke Toplice),Slovenia_EIA,45.867366,15.279788,"791-544 calBCE (2525±31 BP, SUERC-69707)",-667.5,2500 BCE-550 CE,M,1120510,H1e5a,R-BY163695,R-BY163695,R1b1a1b1a1a2b1c2,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5692.SG,I5692,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Slovenia,Kongresni trg (Ljublijana),Slovenia_EIA,46.049733,14.503612,"795-592 calBCE (2550±15 BP, PSUAMS-3055)",-693.5,2500 BCE-550 CE,F,1126691,U5a1a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5693.SG,I5693,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Slovenia,Kongresni trg (Ljublijana),Slovenia_EIA,46.049733,14.503612,"796-570 calBCE (2550±20 BP, PSUAMS-3092)",-683.0,2500 BCE-550 CE,F,1123753,H2a2a1,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5696.SG,I5696,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Slovenia,Obrežje (jesenice na Dolenjskem),Slovenia_MIA-oSouth,45.847908,15.690421,"401-208 calBCE (2281±29 BP, SUERC-69438)",-304.5,2500 BCE-550 CE,M,1098014,H4a1c1a,R-Z49,R-Z49,R1b1a1b1a1a2b1c,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5698.SG,I5698,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Slovenia,Zagorje ob Savi (Central Sava),Slovenia_EIA,46.13711,14.992415,"776-539 calBCE (2499±28 BP, SUERC-69422)",-657.5,2500 BCE-550 CE,F,1113496,H3,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5725.SG,I5725,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"752-417 calBCE (2455±20 BP, PSUAMS-2867)",-584.5,2500 BCE-550 CE,M,1149675,H+195,R-Y4354,R-Y4354,R1b1a1b1a1a2b1c2,R1b western/central-European/Italic-compatible,R1b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5727.SG,I5727,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"765-489 calBCE (2475±20 BP, PSUAMS-2869)",-627.0,2500 BCE-550 CE,F,1117006,J1c2,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5728.SG,I5728,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Sveti-Križ-Brdovečki (Zagreb County, Općina Marija Gorica)",Croatia_EIA,45.900833,15.700288,"361-200 calBCE (2210±15 BP, PSUAMS-2870)",-280.5,2500 BCE-550 CE,F,1111039,T1a5,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I5729.SG,I5729,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Croatia,"Sveti-Petar-Ludbreški (Varaždin County, Općina Mali Bukovec)",Croatia_EIA,46.255979,16.692342,"1051-901 calBCE (2819±28 BP, SUERC-69419)",-976.0,2500 BCE-550 CE,M,1124218,V,G-Z1815,G-Z1815,G2a2b2a1a1b,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,I7233.SG,I7233,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",North Macedonia,"Vodovrati (Gradsko, Vodovrati-Veles)",NorthMacedonia_IA,41.58,21.87,"900-809 calBCE (2700±20 BP, PSUAMS-4238)",-854.5,2500 BCE-550 CE,F,1116811,H35,n/a (female),n/a (female),n/a (female),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PNU17.SG,PNU17,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,54360,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PNU76.SG,PNU76,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,778-516 calBCE (2497±30 BP),-647.0,2500 BCE-550 CE,U,130431,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PSD1.SG,PSD1,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,4972,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PSD2.SG,PSD2,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,105680,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PSD4.SG,PSD4,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,24536,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PSD5.SG,PSD5,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,3024,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,PSD6.SG,PSD6,AADR v66 1240K public annotation,"Ravasini et al., Genome Biology 2024",Italy,"Sirolo (Marche, Ancona)",Italy_Sirolo_IA_Piceni,43.525996,13.61603,800-400 BCE,-600.0,2500 BCE-550 CE,U,4430,..,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),no Y / female / unavailable,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC001,BBC001.B0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,17496,nan,nan,nan,nan,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC002,BBC002.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,15123,nan,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC003,BBC003.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,715723,H33c,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC004,BBC004.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,781935,I5c,G2a2b2a1a1b1,"CTS9737,Z1815",G2a2b2a1a1b1,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC005,BBC005.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,81726,H4a1,J1a2a1a2d2b~,"CTS5269,PF4855,Z2322",J1a2a1a2d2b~,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC006,BBC006.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,71206,HV0e,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC008,BBC008.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,62048,H7c1,J2b2a1a1a~,"AM00216,AMM125,Z615",J2b2a1a1a~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC009,BBC009.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,790379,H104a,J2b2a1a1a1b~,CTS9215,J2b2a1a1a1b~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC010,BBC010.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,327759,H33c,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC011,BBC011.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,15383,nan,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC012,BBC012.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,55064,nan,J2b2a1a1a~,"AM00216,AMM125,Z615",J2b2a1a1a~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC013,BBC013.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,10098,nan,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC014,BBC014.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,26659,H3+16311,G,"CTS10945,M3206",G,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC015,BBC015.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,110885,H5d,J2b~,"PF7336,Z540",J2b~,J2b other/unspecified,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC016,BBC016.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,622062,H33c,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC017,BBC017.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,176897,nan,J2b2a1a1a1a1a,Z1297,J2b2a1a1a1a1a,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC018,BBC018.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,21599,nan,J2b~,"PF7359,Z2419",J2b~,other/uncertain,J2b,Yes,Explicit figure-source visibility assignment,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC019,BBC019.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,141236,nan,J2b2a1a1a1~,Z2507,J2b2a1a1a1~,J2b-L283 or downstream,J2b,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC020,BBC020.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,F,146555,nan,..,..,..,other/uncertain,other,No,Background ancient-DNA sample,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC021,BBC021.A0301,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,46625,nan,G2a,"L31,PF3142,S149",G2a,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Supplementary Figure S1 map panel,Published ancient-DNA sample point layer,BBC022,BBC022.A0101,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Croatia,Bubi's cave,BBC MP,45.34,15.47,250 CE - 300 CE,275.0,2500 BCE-550 CE,M,208942,H3+16311,G2a2b,"M3412,PF3278",G2a2b,G2a or downstream,G2a,Yes,Source-table visible male-line proxy flag,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,"Plotted point for ancient-DNA coverage and visibility context only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
